what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254233503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254235367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254243620
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254261579
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1381254295269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254355969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254909212
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381254915530
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381254978646
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381254979902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255620248
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255681513
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255686749
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255703379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255777430
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255779647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255784297
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255788723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255832680
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255835085
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381255840133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256015351
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256019971
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256128916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256197343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256225519
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381256264056
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256264095
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381256266175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258049024
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258050674
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258081828
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381258084472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258105516
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381258150729
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258150767
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258152538
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258270305
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381258275321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259047405
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259106555
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259115129
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259116780
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259116823
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259118886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259169719
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259206452
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259206495
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259208997
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381259211369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259265920
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259314643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259314686
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259317536
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259519805
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259600956
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259600995
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259614666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259735434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259735666
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259737960
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259738032
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259739530
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1381259742293
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259744554
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1381259777608
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381259781081
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259782438
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259782676
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259782727
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259785629
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259800200
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1381259800232
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259800303
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259800346
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259805290
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381259821759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259821798
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259823231
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381259824175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259899762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259899984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259909878
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259932532
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259932790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259941437
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259953428
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259953650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259955033
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259955086
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259955086
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381259960005
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381259979951
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381260054087
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260054126
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381260055390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260194891
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260195103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260196782
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260196857
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260198120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381260467099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263400794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263545106
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381263570256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263570298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263572530
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263746377
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381263749073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263782771
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381263901474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263901520
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381263906614
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381263913924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264220733
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264291208
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381264347246
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264347292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264359261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264363337
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381264365315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381266418689
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381266421867
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381266427713
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381266437509
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381266901239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381266920475
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381267003574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267003616
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381267005958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267044500
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267065012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267067322
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381267101987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267102028
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267108714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267111455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267115361
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267117272
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267121433
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267125244
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381267131539
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1381267141504
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1381267141548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267212310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267257638
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267507059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267538776
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381267698942
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381267702977
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267793460
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267813048
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381267918404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381268147218
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381268488770
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1381268492764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381268492801
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381268495019
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381268705290
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381277843437
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1381277846645
