what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199593256
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199594548
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199595063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199617924
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199656663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199656921
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199658671
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199658761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199659958
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199660001
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199660043
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199660222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199660580
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199661078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199684566
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199716919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199717200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199718507
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199718587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199719381
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199719447
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199719475
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199719663
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199719773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199720288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199725104
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199733928
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199734240
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199736933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199737015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199737363
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199737418
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381199737444
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199737604
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199737747
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199738261
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381199763093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1381200082919
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1381200087353
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200122018
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200122267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200124012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200124092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200124916
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200124983
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200125012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200125165
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200125853
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200126372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200130020
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200162672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200162926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200164515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200164599
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200165659
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200165714
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200165742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200165899
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200165986
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200166470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200169251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200863784
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200864046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200865803
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200865886
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200866174
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200866212
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200866247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200866430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200867096
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200867580
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200874178
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200934814
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200935101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200937197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200937287
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200937521
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200937559
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200937592
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200937761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200938110
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200938635
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200942188
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200962846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200963112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200965293
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200965374
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200965503
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200965539
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381200965568
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200965833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200966752
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200967241
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381200982887
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201070856
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201071190
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201073033
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201073115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201073305
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381201073347
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381201073374
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201073520
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201073640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201074125
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201078651
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201131527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201131814
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201135051
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201135132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201135327
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381201135385
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1381201135419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201135571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201136246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201136730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201143550
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1381201157585
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1381201157588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201158884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201160426
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1381201160559
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1381201161242
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1381201161516
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1381201161521
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1381201161551
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1381209010488
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1381209010489
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1381209010489
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1381209010515
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1381209010515
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1381209010541
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1381209010542
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1381209010560
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1381209010560
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1381209010572
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1381209010595
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1381209010595
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1381209010616
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1381209010616
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1381209010628
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1381209010635
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1381209010635
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1381209010636
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1381209010643
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1381209010644
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1381209010646
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1381209010647
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1381209010658
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1381209010688
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1381209010689
